	0
MP:0011225	lymph node medullary cord hyperplasia
MP:0011226	abnormal thiamin level
MP:0011227	abnormal vitamin B12 level
MP:0011228	abnormal vitamin D level
MP:0011229	abnormal vitamin C level
MP:0011230	abnormal folic acid level
MP:0011231	abnormal vitamin E level
MP:0011232	abnormal vitamin A level
MP:0011233	abnormal vitamin A metabolism
MP:0011234	abnormal retinol level
MP:0011235	abnormal blood oxygen capacity
MP:0011236	increased blood oxygen capacity
MP:0011237	decreased blood oxygen capacity
MP:0011238	abnormal inner ear development
MP:0011239	abnormal skin coloration
MP:0011240	abnormal fetal derived definitive erythrocyte morphology
MP:0011241	abnormal fetal derived definitive erythrocyte cell number
MP:0011242	increased fetal derived definitive erythrocyte cell number
MP:0011243	decreased fetal derived definitive erythrocyte cell number
MP:0011244	absent fetal derived definitive erythrocytes
MP:0011245	abnormal fetal derived definitive erythrocyte physiology
MP:0011246	abnormal fetal liver hematopoietic progenitor cell morphology
MP:0011247	abnormal yolk sac hematopoietic stem cell morphology
MP:0011248	visceral organ asymmetry
MP:0011249	abdominal situs inversus
MP:0011250	abdominal situs ambiguus
MP:0011251	bronchial situs inversus
MP:0011252	situs inversus totalis
MP:0011253	situs inversus with levocardia
MP:0011254	superior-inferior ventricles
MP:0011255	abnormal anterior visceral endoderm cell migration
MP:0011256	abnormal neural fold morphology
MP:0011257	abnormal head fold morphology
MP:0011258	abnormal tail fold morphology
MP:0011259	abnormal cephalic neural fold morphology
MP:0011260	abnormal head mesenchyme morphology
MP:0011261	abnormal limb mesenchyme morphology
MP:0011262	abnormal pharyngeal arch mesenchyme morphology
MP:0011263	abnormal spleen mesenchyme morphology
MP:0011264	abnormal cardiac mesenchyme morphology
MP:0011265	abnormal pancreas mesenchyme morphology
MP:0011266	abnormal frontonasal mesenchyme morphology
MP:0011267	abnormal excitatory postsynaptic current amplitude
MP:0011268	biphasic excitatory postsynaptic current amplitude
MP:0011269	increased excitatory postsynaptic current amplitude
MP:0011270	decreased excitatory postsynaptic current amplitude
MP:0011271	prolonged excitatory postsynaptic current rise time
MP:0011272	short excitatory postsynaptic current rise time
MP:0011273	prolonged excitatory postsynaptic current decay time
MP:0011274	short excitatory postsynaptic current decay time
MP:0011275	abnormal behavioral response to light
MP:0011276	increased tail pigmentation
MP:0011277	decreased tail pigmentation
MP:0011278	increased ear pigmentation
MP:0011279	decreased ear pigmentation
MP:0011280	abnormal flank coat pigmentation
MP:0011281	abnormal olfactory epithelium cilium morphology
MP:0011282	increased podocyte apoptosis
MP:0011283	abnormal erythropoietin level
MP:0011284	abnormal circulating erythropoietin level
MP:0011285	increased circulating erythropoietin level
MP:0011286	decreased circulating erythropoietin level
MP:0011287	increased erythropoietin level
MP:0011288	decreased erythropoietin level
MP:0011289	abnormal nephron number
MP:0011290	decreased nephron number
MP:0011291	nephron necrosis
MP:0011292	absent nephron
MP:0011293	dilated nephron
MP:0011294	renal glomerulus hypertrophy
MP:0011295	abnormal tubuloglomerular feedback response
MP:0011296	decreased tubuloglomerular feedback response
MP:0011297	absent tubuloglomerular feedback response
MP:0011298	ureter hypoplasia
MP:0011299	abnormal macula densa morphology
MP:0011300	abnormal juxtaglomerular cell morphology
MP:0011301	juxtaglomerular cell hyperplasia
MP:0011302	abnormal extraglomerular mesangial cell morphology
MP:0011303	absent kidney papilla
MP:0011304	kidney papillary atrophy
MP:0011305	dilated kidney calyx
MP:0011306	absent kidney pelvis
MP:0011307	kidney medulla cyst
MP:0011308	kidney corticomedullary cyst
MP:0011309	abnormal kidney arterial blood vessel morphology
MP:0011310	abnormal kidney capillary morphology
MP:0011311	abnormal kidney venous blood vessel morphology
MP:0011312	abnormal kidney afferent arteriole morphology
MP:0011313	abnormal kidney efferent arteriole morphology
MP:0011314	abnormal kidney cortex artery morphology
MP:0011315	abnormal kidney arcuate artery morphology
MP:0011316	abnormal kidney interlobular artery morphology
MP:0011317	abnormal renal artery morphology
MP:0011318	abnormal right renal artery morphology
MP:0011319	abnormal left renal artery morphology
MP:0011320	abnormal glomerular capillary morphology
MP:0011321	abnormal peritubular capillary morphology
MP:0011322	abnormal kidney cortex vein morphology
MP:0011323	abnormal renal vein morphology
MP:0011324	abnormal kidney vasa recta morphology
MP:0011325	abnormal kidney arcuate vein morphology
MP:0011326	abnormal interlobular vein morphology
MP:0011327	abnormal left renal vein morphology
MP:0011328	abnormal right renal vein morphology
MP:0011329	abnormal inner renal medulla vasa recta morphology
MP:0011330	abnormal kidney outer medulla vasa recta morphology
MP:0011331	abnormal papillary duct morphology
MP:0011332	abnormal kidney outer medulla morphology
MP:0011333	abnormal kidney inner medulla morphology
MP:0011334	abnormal nephrogenic zone morphology
MP:0011335	abnormal kidney pelvis smooth muscle morphology
MP:0011336	abnormal kidney pelvis urothelium morphology
MP:0011337	abnormal perihilar interstitium morphology
MP:0011338	abnormal mesangial matrix morphology
MP:0011339	abnormal glomerular mesangium morphology
MP:0011340	abnormal extraglomerular mesangium morphology
MP:0011341	abnormal loop of Henle descending limb morphology
MP:0011342	abnormal loop of Henle ascending limb morphology
MP:0011343	abnormal loop of Henle ascending limb thin segment morphology
MP:0011344	abnormal loop of Henle ascending limb thick segment morphology
MP:0011345	truncated loop of Henle
MP:0011346	renal tubule atrophy
MP:0011347	abnormal kidney medullary ray morphology
MP:0011348	abnormal renal glomerulus basement membrane morphology
MP:0011349	abnormal renal glomerulus basement membrane thickness
MP:0011350	abnormal proximal convoluted tubule brush border morphology
MP:0011351	absent proximal convoluted tubule brush border
MP:0011352	proximal convoluted tubule brush border loss
MP:0011353	expanded mesangial matrix
MP:0011354	absent renal glomerulus
MP:0011355	abnormal kidney interlobar artery morphology
MP:0011356	renal artery stenosis
MP:0011357	supernumerary renal arteries
MP:0011358	renal artery aneurysm
MP:0011359	decreased glomerular capillary number
MP:0011360	kidney cortex hypoplasia
MP:0011361	pelvic kidney
MP:0011362	ectopic adrenal gland
MP:0011363	renal glomerulus atrophy
MP:0011364	abnormal metanephros morphology
MP:0011365	small metanephros
MP:0011366	absent metanephros
MP:0011367	abnormal kidney apoptosis
MP:0011368	increased kidney apoptosis
MP:0011369	increased renal glomerulus apoptosis
MP:0011370	increased mesangial cell apoptosis
MP:0011371	decreased kidney apoptosis
MP:0011372	decreased renal tubule apoptosis
MP:0011373	decreased mesangial cell apoptosis
MP:0011374	decreased podocyte apoptosis
MP:0011375	decreased renal glomerulus apoptosis
MP:0011376	abnormal kidney corticomedullary boundary morphology
MP:0011377	renal glomerulus fibrosis
MP:0011378	abnormal kidney outer medulla inner stripe morphology
MP:0011379	abnormal kidney outer medulla outer stripe morphology
MP:0011380	enlarged brain ventricles
MP:0011381	abnormal kidney lobe morphology
MP:0011382	abnormal kidney lobule morphology
MP:0011383	abnormal kidney capsule morphology
MP:0011384	abnormal progesterone level
MP:0011385	abnormal testosterone level
MP:0011386	increased metanephric mesenchyme apoptosis
MP:0011387	absent metanephric mesenchyme
MP:0011388	absent heart
MP:0011389	absent optic disk
MP:0011390	abnormal fetal cardiomyocyte physiology
MP:0011391	abnormal fetal cardiomyocyte apoptosis
MP:0011392	increased fetal cardiomyocyte apoptosis
MP:0011393	decreased fetal cardiomyocyte apoptosis
MP:0011394	increased fetal cardiomyocyte proliferation
MP:0011395	decreased fetal cardiomyocyte proliferation
MP:0011396	abnormal sleep behavior
MP:0011397	endoneurial edema
MP:0011398	abnormal endoneurial fluid pressure
MP:0011399	increased endoneurial fluid pressure
MP:0011400	lethality, complete penetrance
MP:0011401	abnormal vascular smooth muscle development
MP:0011402	renal cast
MP:0011403	pyelonephritis
MP:0011404	pyelitis
MP:0011405	tubulointerstitial nephritis
MP:0011406	abnormal retrotrapezoid nucleus morphology
MP:0011407	absent nephrogenic zone
MP:0011408	renal tubule hypertrophy
MP:0011409	increased renal glomerulus basement membrane thickness
MP:0011410	ectopic testis
MP:0011411	abnormal gonadal ridge morphology
MP:0011412	gonadal ridge hypoplasia
MP:0011413	colorless urine
MP:0011414	erythruria
MP:0011415	abnormal aldosterone level
MP:0011416	abnormal testis interstitial tissue morphology
MP:0011417	abnormal renal transport
MP:0011418	leukocyturia
MP:0011419	erythrocyturia
MP:0011420	pyuria
MP:0011421	cylindruria
MP:0011422	kidney medulla atrophy
MP:0011423	kidney cortex atrophy
MP:0011424	decreased urine uric acid level
MP:0011425	abnormal kidney interstitium morphology
MP:0011426	abnormal ureter smooth muscle morphology
MP:0011427	increased mesangial cell number
MP:0011428	decreased mesangial cell number
MP:0011429	absent mesangial cell
MP:0011430	mesangiolysis
MP:0011431	increased urine flow rate
MP:0011432	decreased urine flow rate
MP:0011433	glomerular capillary congestion
MP:0011434	abnormal urine magnesium level
MP:0011435	increased urine magnesium level
MP:0011436	decreased urine magnesium level
MP:0011437	glomerulus hemorrhage
MP:0011438	absent kidney medulla
MP:0011439	abnormal kidney cell proliferation
MP:0011440	increased kidney cell proliferation
MP:0011441	decreased kidney cell proliferation
MP:0011442	abnormal renal sodium ion transport
MP:0011443	abnormal renal water transport
MP:0011444	abnormal renal water homeostasis
MP:0011445	abnormal renal protein reabsorption
MP:0011446	abnormal renal albumin reabsorption
MP:0011447	abnormal renal glucose reabsorption
MP:0011448	decreased dopaminergic neuron number
MP:0011449	increased dopaminergic neuron number
MP:0011450	ectopic dopaminergic neuron
MP:0011451	increased susceptibility to dopaminergic neuron neurotoxicity
MP:0011452	decreased susceptibility to dopaminergic neuron neurotoxicity
MP:0011453	abnormal glomerular capillary endothelium morphology
MP:0011454	abnormal glomerular endothelium fenestra morphology
MP:0011455	absent glomerular endothelium fenestra
MP:0011456	abnormal ureter ureteric bud development
MP:0011457	abnormal metanephric ureteric bud development
MP:0011458	abnormal urine chloride ion level
MP:0011459	increased urine chloride ion level
MP:0011460	decreased urine chloride ion level
MP:0011461	abnormal urine bicarbonate level
MP:0011462	increased urine bicarbonate level
MP:0011463	decreased urine bicarbonate level
MP:0011464	bilirubinuria
MP:0011465	abnormal urine urea nitrogen level
MP:0011466	increased urine urea nitrogen level
MP:0011467	decreased urine urea nitrogen level
MP:0011468	abnormal urine amino acid level
MP:0011469	abnormal urine creatinine level
MP:0011470	increased urine creatinine level
MP:0011471	decreased urine creatinine level
MP:0011472	abnormal urine glycosaminoglycan level
MP:0011473	increased urine glycosaminoglycan level
MP:0011474	decreased urine glycosaminoglycan level
MP:0011475	abnormal glycosaminoglycan level
MP:0011476	abnormal urine nucleotide level
MP:0011477	abnormal urine nucleoside level
MP:0011478	abnormal urine catecholamine level
MP:0011479	abnormal catecholamine level
MP:0011480	impaired ureteric peristalsis
MP:0011481	anterior iris synechia
MP:0006233	anterior iris synechia
MP:0011482	posterior iris synechia
MP:0011483	renal glomerular synechia
MP:0011484	abnormal ureter urothelium morphology
MP:0011485	abnormal urethra urothelium morphology
MP:0011486	ectopic ureter
MP:0011487	abnormal ureteropelvic junction morphology
MP:0011488	abnormal ureterovesical junction morphology
MP:0011489	ureteropelvic junction atresia
MP:0011490	ureteropelvic junction stenosis
MP:0011491	ureteropelvic junction obstruction
MP:0011492	ureterovesical junction obstruction
MP:0011493	double ureter
MP:0011494	abnormal pigmentation pattern
MP:0011495	abnormal head shape
MP:0011496	abnormal head size
MP:0011497	abnormal glomerular capsule visceral layer morphology
MP:0011498	abnormal glomerular capsule parietal layer morphology
MP:0011499	abnormal glomerular capsule space morphology
MP:0011500	decreased glomerular capsule space
MP:0011501	increased glomerular capsule space
MP:0011502	parietal capsular epithelium metaplasia
MP:0011503	distended jejunum
MP:0011504	abnormal limb long bone morphology
MP:0011505	camptomelia
MP:0011506	glomerular crescent
MP:0011507	abnormal kidney thrombosis
MP:0011508	abnormal glomerular capillary thrombosis
MP:0011509	dilated glomerular capillary
MP:0011510	biventricular, discordant atrioventricular connection
MP:0011511	biventricular, ambiguous atrioventricular connection
MP:0011512	mesangial cell interposition
MP:0011513	abnormal vertebral artery morphology
MP:0011514	skin hemorrhage
MP:0011515	purpura
MP:0011516	aspartylglucosaminuria
MP:0011517	hyperoxaluria
MP:0011518	abnormal cell chemotaxis
MP:0011519	abnormal placenta labyrinth size
MP:0011520	increased placental labyrinth size
MP:0011521	decreased placental labyrinth size
MP:0011522	abnormal placental labyrinth villi morphology
MP:0011523	thin placenta labyrinth
