# Expression Atlas
# Query: Genes matching: 'default query', specifically up/down differentially expressed in 5 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-MTAB-6863
# Timestamp: Tue, 07-Jun-2022 23:32:23
Gene ID	Gene Name	'advanced' vs 'early' in 'no steatosis; liver disease; Hepatitis C virus genotype 1' .foldChange	'advanced' vs 'early' in 'no steatosis; liver disease; Hepatitis C virus genotype 1'.pValue	'advanced' vs 'early' in 'no steatosis; liver disease; Hepatitis C virus genotype 3' .foldChange	'advanced' vs 'early' in 'no steatosis; liver disease; Hepatitis C virus genotype 3'.pValue	'advanced' vs 'early' in 'steatosis; liver disease; Hepatitis C virus genotype 1' .foldChange	'advanced' vs 'early' in 'steatosis; liver disease; Hepatitis C virus genotype 1'.pValue	'advanced' vs 'early' in 'steatosis; liver disease; Hepatitis C virus genotype 3' .foldChange	'advanced' vs 'early' in 'steatosis; liver disease; Hepatitis C virus genotype 3'.pValue	'advanced' vs 'early' in 'steatosis; non-alcoholic fatty liver disease; not applicable' .foldChange	'advanced' vs 'early' in 'steatosis; non-alcoholic fatty liver disease; not applicable'.pValue
ENSG00000175764	TTLL11			-0.2	0.668476990816137	0.5	0.741369707257605			-0.1	0.855124818458609
ENSG00000175768	TOMM5							0.3	0.856522037939026	-0.3	0.727585433351527
ENSG00000175773	ZBTB44-DT	-0.5	0.712594270837729			0.1	0.967824130213871	-0.3	0.840466598107023	-0.4	0.642299418180374
ENSG00000175779	LINC02694	0.5	0.967773723984329			0.2	0.970328710527125	0.3	0.888452273955261	0.7	0.433658061900699
ENSG00000175782	SLC35E3					-0.1	0.92302292025491	-0.1	0.963781692005433	-0.2	0.661631874028264
ENSG00000175785	PRIMA1					0.8	0.801172629289385				
ENSG00000175787	ZNF169			0.6	0.156515213403223	0.2	0.918458838407481	0.2	0.914618201276936		
ENSG00000175792	RUVBL1	0.1	0.999985931919634	-0.5	0.189748215404438	-0.2	0.896951566256874	-0.2	0.841173980553541	-0.1	0.85085923924764
ENSG00000175806	MSRA	-0.1	0.999985931919634	-0.6	0.217926878277404	-0.1	0.962613535013984	-0.3	0.663176995814361	-0.3	0.654725616870788
ENSG00000175820	CCDC168	0.2	0.999985931919634			0.4	0.906756532607018	0.1	0.962004496678581	0.2	0.871876774280482
ENSG00000175826	CTDNEP1			0.2	0.741047300718125	0.3	0.832400375465316			-0.3	0.718958410408939
ENSG00000175832	ETV4	0.6	0.717705064315163			0.7	0.714337469299548	0.5	0.655397094100294	0.2	0.847993136162464
ENSG00000175854	SWI5	-0.1	0.999985931919634	-0.7	0.220526165780839	-0.2	0.892620531092889	-0.3	0.763946445074028	-0.3	0.728394586996298
ENSG00000175857	GAPT	0.4	0.999985931919634			-0.1	0.988814821818001	0.4	0.852527600651626	0.7	0.391726585459221
ENSG00000175866	BAIAP2	-0.1	0.999985931919634	-0.9	0.14953876029883	-0.1	0.955634253845544	-0.5	0.322213313875866	-0.7	0.08412128104318
ENSG00000175868	CALCB	-0.2	0.999985931919634			0.3	0.95471611684113	-0.5	0.735777980664485		
ENSG00000175893	ZDHHC21	-0.2	0.999985931919634	1.0	0.117702411915648	0.3	0.929044254329603			0.4	0.644692872003149
ENSG00000175894	TSPEAR	-0.7	0.70162859510329	-0.4	0.500580010528558	0.6	0.786020139033858	-0.2	0.939801682933996	-0.5	0.586339271919165
ENSG00000175895	PLEKHF2			0.2	0.750860082712476	-0.2	0.929412971189339	-0.1	0.92803387990439	0.3	0.440250879276944
ENSG00000175899	A2M	0.7	0.633603441975198	-0.1	0.901009392811722	-0.3	0.944167831349549	1.0	0.0583957024115174	0.6	0.536678786543112
ENSG00000175906	ARL4D	-0.4	0.999985931919634	-0.6	0.217926878277404	-0.3	0.876508259386453	-0.2	0.924889114653069	-0.3	0.702891582347008
ENSG00000175920	DOK7	0.4	0.999985931919634	-0.2	0.777031302541952	0.9	0.512541994756459	0.5	0.679327660763444	-0.1	0.897453131948606
ENSG00000175928	LRRN1	0.6	0.465965346084345			1.2	0.400884712268825	1.0	0.156643251606346	0.3	0.760124836329484
ENSG00000175931	UBE2O			-0.3	0.393719790190078	0.1	0.945801712029007			-0.3	0.633165039767836
ENSG00000175938	ORAI3	-0.2	0.999985931919634	-0.9	0.127934507820993	-0.3	0.896951566256874	-0.4	0.713406986530348	-0.3	0.710497385003923
ENSG00000175967	LINC02880					0.4	0.901116859418011	-0.3	0.872095199981191	-0.1	0.96182598071534
ENSG00000175970	UNC119B	0.1	0.999985931919634	-0.3	0.589821450867258	-0.1	0.958212429203366	0.1	0.915919273133128	-0.3	0.715615493952049
ENSG00000175984	DENND2C	-0.1	0.999985931919634			0.2	0.929044254329603	-0.2	0.840466598107023	0.1	0.86221910341282
ENSG00000175985	PLEKHD1					1.1	0.565900172902462				
ENSG00000176014	TUBB6	0.5	0.83119107945244	-0.1	0.822718272656417	0.6	0.741369707257605	-0.1	0.971125447166995	0.1	0.881061358032806
ENSG00000176018	LYSMD3	-0.1	0.999985931919634	0.5	0.316488288176022	-0.1	0.987391531161072	-0.1	0.952684995600867	0.3	0.728394586996298
ENSG00000176022	B3GALT6	-0.1	0.999985931919634	-0.7	0.140018199429531	-0.2	0.91582828731546	-0.1	0.937172196726873	-0.3	0.732724807483893
ENSG00000176024	ZNF613	0.1	0.999985931919634	0.3	0.519310513896026	0.1	0.956663070561996	0.2	0.893294815135655	0.3	0.660393033764568
ENSG00000176029	C11orf16					0.3	0.933169789222289				
ENSG00000176046	NUPR1	-0.2	0.999985931919634	-1.0	0.112991787523284	-0.5	0.726210507267998	-0.4	0.763107408624926	-0.4	0.625640405090977
ENSG00000176049	JAKMIP2	-0.4	0.999985931919634	-0.6	0.246169934951397	-0.2	0.941603506462073	-0.8	0.352194159833594	0.1	0.953529181866576
ENSG00000176054	RPL23P2	0.1	0.999985931919634			0.4	0.914931177730306	0.1	0.967248257857854		
ENSG00000176055	MBLAC2	-0.4	0.999985931919634	0.2	0.588309433829874	-0.1	0.978646871555109	-0.5	0.450296334269972	0.2	0.780727677986954
ENSG00000176058	TPRN			-0.6	0.169345822005659	0.2	0.938551128628133	-0.3	0.867397295502487	-0.4	0.614629164828401
ENSG00000176083	ZNF683	0.4	0.999985931919634			0.5	0.897763732498086				
ENSG00000176087	SLC35A4			-0.9	0.128546372924001	-0.1	0.972900354840679			-0.4	0.633147618667445
ENSG00000176092	CRYBG2	0.8	0.540314293104677			1.0	0.318661335872446	1.5	0.00269759764374558		
ENSG00000176095	IP6K1	0.1	0.999985931919634	-0.6	0.221535333742662	-0.1	0.981714129455414	-0.2	0.865012619483168	-0.1	0.862636471221306
ENSG00000176101	SSNA1			-0.9	0.158378414352983	-0.1	0.978625588854714	-0.3	0.791127373156707	-0.4	0.66053976448146
ENSG00000176102	CSTF3	-0.2	0.999985931919634	0.2	0.744681737114047	-0.2	0.877886170289888	-0.2	0.888452273955261	0.3	0.568653785118592
ENSG00000176105	YES1	-0.2	0.999985931919634	-0.2	0.667128506764623	-0.4	0.710860782040915	-0.2	0.873154852909455	0.2	0.761027864673145
ENSG00000176108	CHMP6			-0.8	0.134179101869349	-0.2	0.934911119311627	-0.2	0.904906133913523	-0.4	0.657935520351243
ENSG00000176124	DLEU1	-0.1	0.999985931919634	1.0	0.101810746796895					0.1	0.933826304812937
ENSG00000176125	UFSP1	-0.3	0.999985931919634	-0.9	0.165772604883323	-0.2	0.929044254329603	-0.2	0.942936855663481	-0.5	0.626704918849267
ENSG00000176142	TMEM39A	0.1	0.999985931919634	0.1	0.802177707939107	-0.1	0.914621932828302				
ENSG00000176148	TCP11L1	-0.1	0.999985931919634	0.3	0.303306738028465	0.2	0.858301632555788	0.2	0.862767099424184	0.1	0.873496493279844
ENSG00000176153	GPX2	0.9	0.20190618398512	-0.2	0.811792112644531			1.0	0.0699030258560785		
ENSG00000176155	CCDC57			-0.6	0.356597911021733	0.1	0.9607089650322	-0.3	0.735777980664485	-0.4	0.435220709575639
ENSG00000176160	HSF5	0.6	0.565262371835864			-0.2	0.958197125447237			-0.1	0.957535304493845
ENSG00000176170	SPHK1	0.6	0.823264574501894	0.8	0.124756395218618	0.8	0.49801675824106	0.8	0.288164877947936		
ENSG00000176171	BNIP3	-0.1	0.999985931919634	-0.5	0.141516609228435	-0.4	0.57880768482811	-0.3	0.770999143715781	0.1	0.892505993587655
ENSG00000176182	MYPOP			-0.1	0.833288644733031	0.2	0.940386480765126	0.1	0.943002461567268	-0.4	0.674914187717168
ENSG00000176204	LRRTM4	-0.8	0.568603285760105			1.7	0.130046949137778	-0.8	0.456558999059086	0.4	0.721005982966888
ENSG00000176208	ATAD5	-0.1	0.999985931919634	0.9	0.201327358274478			0.3	0.902294628941833	0.1	0.90926161962664
ENSG00000176209	SMIM19	-0.3	0.999985931919634	-0.6	0.130961375373977	-0.3	0.829971294211286	-0.5	0.295613593080101	-0.2	0.78173748343334
ENSG00000176222	ZNF404			0.8	0.326246952687172	0.3	0.937533786897238	0.3	0.882603509786179	0.3	0.7137799505811
ENSG00000176225	RTTN	-0.3	0.999985931919634	0.1	0.814672446202	-0.1	0.952134616519643	-0.4	0.791279091818433	-0.2	0.800009322484663
ENSG00000176244	ACBD7					0.3	0.951401940626305				
ENSG00000176248	ANAPC2			-0.2	0.611587428108597	-0.1	0.973953532695888			-0.3	0.547588090638922
ENSG00000176261	ZBTB8OS	-0.1	0.999985931919634	-0.2	0.553627169042578	-0.1	0.967973643557459	-0.1	0.929601455080642		
ENSG00000176268	CYCSP34					0.3	0.94870866679405	0.2	0.914618201276936	0.1	0.972034016286465
ENSG00000176273	SLC35G1	0.3	0.999985931919634			0.3	0.910514156976988	0.8	0.0774456422230055	0.4	0.62603808890679
ENSG00000176293	ZNF135	0.6	0.860734261477097	1.0	0.0831859588011387	0.9	0.276145839432977	1.0	0.0262665066371666	0.4	0.645168122546753
ENSG00000176318	FOXN3P1					-0.4	0.892620531092889	0.2	0.941617196321547		
ENSG00000176340	COX8A			-1.0	0.125025585337818	0.1	0.981976085464	-0.4	0.701736926574128	-0.3	0.783326950531058
ENSG00000176343	RPL37AP8					0.4	0.929412971189339				
ENSG00000176349	ENSG00000176349	-0.6	0.524599340763315	0.1	0.829234905194523	0.4	0.857684889801224	-0.1	0.973972467396479	-0.6	0.495649101636144
ENSG00000176358	TAC4	0.1	0.999985931919634			0.2	0.963726211709612	-0.1	0.962462886483126	-0.4	0.721544307831026
ENSG00000176371	ZSCAN2			-0.5	0.201952501475757			-0.1	0.949806053387616	-0.3	0.662568934012248
ENSG00000176381	PRR18	-0.4	0.9269020210166	-0.6	0.305755890667243	-0.2	0.963460285238821			-0.3	0.742390136854966
ENSG00000176383	B3GNT4	-0.2	0.999985931919634			0.4	0.828542127537742	0.1	0.982740544270318	-0.1	0.969571524287092
ENSG00000176386	CDC26	-0.2	0.999985931919634	-0.4	0.352412409852766	-0.3	0.816939968561484	-0.2	0.900488922739731	-0.1	0.950199469996957
ENSG00000176387	HSD11B2	-0.2	0.999985931919634	-0.5	0.299663528772945	-0.3	0.892620531092889	-0.2	0.924405395378306	-0.2	0.835933370799638
ENSG00000176390	CRLF3	0.1	0.999985931919634	0.5	0.391825752114618			0.2	0.902327128826111	0.1	0.936857831115201
ENSG00000176393	RNPEP	-0.1	0.999985931919634	-0.6	0.197843182359034	-0.3	0.780410074528393	-0.1	0.971448058400344	-0.1	0.918804135810937
ENSG00000176396	EID2			-0.3	0.579938214933765	-0.1	0.941603506462073	-0.3	0.840466598107023	-0.1	0.840526731615237
ENSG00000176399	DMRTA1			0.1	0.850526092979788	-0.4	0.858786352320518	-0.2	0.909987417463031		
ENSG00000176401	EID2B	-0.1	0.999985931919634			-0.2	0.929044254329603	-0.2	0.911089028509143		
ENSG00000176402	GJC3	0.1	0.999985931919634	-0.9	0.151949838316884	-0.2	0.955098234054372	-0.4	0.811558947667415	0.3	0.7137799505811
ENSG00000176406	RIMS2					0.9	0.765576066364				
ENSG00000176407	KCMF1	0.1	0.999985931919634	-0.4	0.235387765046058	0.2	0.938551128628133	-0.1	0.873154852909455	-0.1	0.888296544930385
ENSG00000176410	DNAJC30			-0.8	0.115269063068404	-0.2	0.890648391671789	-0.1	0.923351080329536	-0.2	0.849632013430095
ENSG00000176422	SPRYD4	-0.2	0.999985931919634	-0.7	0.156824578960759	-0.3	0.877937439900292	-0.3	0.587760714164043	-0.4	0.6076859324029
ENSG00000176428	VPS37D	-0.2	0.999985931919634	-0.5	0.489415012268494	-0.5	0.790356603388162	-0.9	0.115787231699648	-0.3	0.721515290082981
ENSG00000176435	CLEC14A	0.3	0.999985931919634	-0.2	0.814186630791247	0.3	0.891176219927543	0.4	0.776282242917571	0.1	0.946841707913095
ENSG00000176438	SYNE3			-0.1	0.757856693798068	0.1	0.967036108525593			-0.5	0.117696280466417
ENSG00000176444	CLK2			-0.2	0.47690621515896					-0.1	0.857615264639031
ENSG00000176454	LPCAT4	0.6	0.601906161706784	0.4	0.464760893927927	0.5	0.658477712965177	0.3	0.777866719569079	0.4	0.583970215633674
ENSG00000176463	SLCO3A1	0.6	0.424576006049495	0.8	0.0429643487884203	0.5	0.478685440629422	0.5	0.262790668896911	0.2	0.751474256444575
ENSG00000176472	ZNF575	-0.2	0.999985931919634	-0.1	0.850096186773538	0.3	0.857684889801224	-0.3	0.8622737984738	-0.8	0.223954911156074
ENSG00000176473	WDR25	0.1	0.999985931919634	-0.6	0.184686319203707						
ENSG00000176476	SGF29			-0.9	0.113911899169114	-0.4	0.741369707257605	-0.4	0.46709229707126	-0.2	0.865613548560039
ENSG00000176485	PLAAT3			-0.8	0.209450872532116	-0.3	0.898476048016577	-0.3	0.82254173856134	-0.2	0.881342921455819
ENSG00000176495	OR5AN1					-0.2	0.958197125447237	0.2	0.939369269460765	-0.4	0.681363368281266
ENSG00000176510	OR10AC1					0.2	0.964564991758934				
ENSG00000176515	ENSG00000176515					-0.4	0.937533786897238				
ENSG00000176531	PHLDB3	-0.3	0.999985931919634	-0.3	0.52424295551485	-0.1	0.956663070561996	-0.2	0.845439623656629	-0.3	0.692117165542014
ENSG00000176532	PRR15					0.7	0.830854170058077				
ENSG00000176533	GNG7	-0.1	0.999985931919634	-0.4	0.44849488886432	-0.3	0.856849533081653	-0.1	0.955868342792071	-0.3	0.720944646209452
ENSG00000176542	USF3	-0.2	0.999985931919634	0.2	0.56407371078655	-0.1	0.938551128628133	0.1	0.937578371202016	0.1	0.897424666592346
ENSG00000176563	CNTD1	-0.1	0.999985931919634			0.3	0.917443471418346	0.8	0.264217954107056	-0.2	0.841197290297797
ENSG00000176593	ENSG00000176593	0.2	0.999985931919634	0.2	0.6314795339768	0.3	0.658477712965177	0.3	0.848347992769547		
ENSG00000176595	KBTBD11	-0.3	0.755897600564621	-0.8	0.121872398987241	-0.3	0.892620531092889	-1.2	3.89503953010471E-5	-0.6	0.0997909135860424
ENSG00000176597	B3GNT5	0.2	0.999985931919634			0.5	0.891580561555642	0.7	0.437495210364107	1.1	0.0241648082144334
ENSG00000176601	MAP3K19	0.4	0.999985931919634			0.1	0.979413201328738	0.2	0.939801682933996	-0.3	0.770393235856897
ENSG00000176619	LMNB2	0.3	0.999985931919634	-0.4	0.472577538113614			0.2	0.86909834637592	-0.4	0.566587288746127
ENSG00000176623	RMDN1	-0.1	0.999985931919634	0.1	0.781085445959402	-0.1	0.961249740021164	-0.1	0.935189891418977	0.1	0.90276396575378
ENSG00000176624	MEX3C	0.2	0.986070929642372	0.1	0.767443658712017					0.2	0.524194873176187
ENSG00000176635	HORMAD2	-0.7	0.428947768853619	-0.7	0.202287265737677	0.4	0.911875219327282	-0.5	0.686396846862749	-0.6	0.461563728214943
ENSG00000176641	RNF152	0.4	0.999985931919634	0.4	0.362640225310617	-0.4	0.885041826010235	0.1	0.971612050038669		
ENSG00000176654	NANOGP1					0.5	0.886743806281713				
ENSG00000176658	MYO1D	0.3	0.855548212854107	-0.2	0.530299269736112	0.3	0.816939968561484			-0.1	0.933717218085571
ENSG00000176659	C20orf197					0.5	0.871944534864091	0.4	0.80600889235352		
ENSG00000176678	FOXL1					1.0	0.565900172902462				
ENSG00000176681	LRRC37A	0.2	0.999985931919634			0.2	0.946500148760769	-0.2	0.942936855663481		
ENSG00000176697	BDNF	-0.2	0.999985931919634			0.6	0.864321634514044	0.3	0.863616048498812	0.2	0.858027938163474
ENSG00000176700	SCAND2P	-0.2	0.999985931919634	0.3	0.658239464971475			0.1	0.948452879384468	0.1	0.924212121076274
ENSG00000176714	CCDC121			0.1	0.812821799734126			-0.3	0.855843670489529	0.4	0.555219381198718
ENSG00000176715	ACSF3			-0.4	0.351621963052332	-0.1	0.922050552097992			-0.3	0.564334527501406
ENSG00000176720	BOK	-0.2	0.999985931919634	-1.2	0.0599415918743487	-0.5	0.804710067764335	-0.4	0.59172483964497	-0.4	0.693247818009767
ENSG00000176723	ZNF843					-0.2	0.94870866679405	-0.3	0.855967828903369	-0.1	0.8971637005613
ENSG00000176728	TTTY14	0.1	0.999985931919634	-0.1	0.932335642186914	0.1	0.992127099975665	0.1	0.949806053387616		
ENSG00000176731	RBIS			0.2	0.701434830868126	-0.2	0.91582828731546	0.1	0.978918981681147	0.2	0.789801986104643
ENSG00000176732	PFN4					0.3	0.929044254329603	-0.4	0.799309116432564		
ENSG00000176749	CDK5R1	0.1	0.999985931919634	0.1	0.844682563504204	-0.2	0.940386480765126	-0.1	0.95779105497296	-0.2	0.792013452473535
ENSG00000176771	NCKAP5	-0.3	0.995172559610749	-0.1	0.937527138165908	-0.2	0.902565162462045	-0.1	0.966761563532408	-0.1	0.957953236713096
ENSG00000176783	RUFY1			-0.1	0.777031302541952						
ENSG00000176788	BASP1	0.1	0.999985931919634	-0.2	0.731069499958899	-0.3	0.83317163691889	-0.4	0.778874573370454	-0.2	0.791120372740718
ENSG00000176809	LRRC37A3	-0.2	0.999985931919634	0.8	0.224744764729032	0.6	0.681807401796923	0.4	0.795287670988064		
ENSG00000176826	FKBP9P1					0.3	0.94839479383797	0.1	0.982913724896213		
ENSG00000176834	VSIG10			-0.2	0.607625780978146	0.1	0.95471611684113	0.3	0.646210390256948		
ENSG00000176845	METRNL	0.2	0.999985931919634	-0.4	0.537314770270186	0.4	0.814960224867486	0.1	0.967248257857854		
ENSG00000176853	FAM91A1	-0.2	0.999985931919634	0.2	0.587300144255444	-0.3	0.758825663308284	-0.1	0.885666733258467	0.3	0.602124231139255
ENSG00000176857	GJA1P1	0.1	0.999985931919634			0.3	0.929412971189339	0.3	0.879143753707943		
ENSG00000176871	WSB2	0.2	0.999985931919634	-0.5	0.173976295375275	0.1	0.956663070561996				
ENSG00000176890	TYMS	-0.2	0.999985931919634	0.5	0.465743405747167			0.4	0.773620965517846	0.2	0.746335286674875
ENSG00000176894	PXMP2	-0.2	0.999985931919634	-1.5	0.0260960588703226	-0.6	0.740773019004105	-0.5	0.707007090840742	-0.4	0.725462763341919
ENSG00000176896	TCEANC	-0.1	0.999985931919634	-0.2	0.568809744141342	-0.2	0.851594395253007	-0.2	0.854092829918228	-0.2	0.762202066574431
ENSG00000176903	PNMA1	0.4	0.999985931919634	0.4	0.369200890637454	0.4	0.804710067764335	0.2	0.855724637995252	0.2	0.770471929656203
ENSG00000176907	TCIM	-0.1	0.999985931919634	-0.4	0.519977206816938	-0.2	0.929044254329603	0.3	0.563450723185318	-0.1	0.908396725683127
ENSG00000176909	MAMSTR	0.1	0.999985931919634			0.6	0.770209986237462			-0.1	0.947859685650279
ENSG00000176912	TYMSOS	-0.3	0.999985931919634			-0.5	0.835097230784767	0.5	0.726647465423968		
ENSG00000176915	ANKLE2	0.1	0.999985931919634	-0.1	0.626363911394149			-0.1	0.939651916249978		
ENSG00000176919	C8G	0.1	0.999985931919634	-0.9	0.171993964482471	-0.2	0.94626616538374	-0.2	0.87711593187707	-0.2	0.862508521292192
ENSG00000176920	FUT2	0.2	0.999985931919634			1.1	0.147259357308028	0.4	0.805056079772312	0.2	0.826179875560641
ENSG00000176927	EFCAB5					0.4	0.923347405802186				
ENSG00000176928	GCNT4			0.9	0.164001518123396	1.0	0.173857639605225	1.3	0.00312015506736982	1.0	0.0886354839303724
ENSG00000176933	TOB2P1	-0.2	0.999985931919634			0.1	0.990645949590272	-0.1	0.985274503738953		
ENSG00000176945	MUC20	-1.2	0.00534335031824819	0.2	0.737639207783345	-0.1	0.973382031523671	-0.3	0.888970259230629	-0.4	0.692371559179854
ENSG00000176946	THAP4			-0.9	0.115269063068404	0.1	0.961979133300388	-0.3	0.76124068860781	-0.2	0.772390634957219
ENSG00000176953	NFATC2IP	0.1	0.999985931919634			0.1	0.965036896640956	0.1	0.849634655182203	-0.2	0.634228544265077
ENSG00000176971	FIBIN	0.1	0.999985931919634	-0.3	0.57442890114519	1.0	0.57095236803553	-0.2	0.924405395378306	-0.2	0.804215171211785
ENSG00000176973	FAM89B	0.1	0.999985931919634	-0.6	0.426835507994415	0.3	0.906368103824859	-0.2	0.872776803061332	0.1	0.925619788050501
ENSG00000176974	SHMT1	-0.1	0.999985931919634	-1.0	0.096836270066512	-0.4	0.850633409741705	-0.4	0.821117077232211	-0.5	0.507727218046237
ENSG00000176978	DPP7	0.2	0.999985931919634	-0.7	0.207388151694028			-0.2	0.855843670489529		
ENSG00000176984	ENSG00000176984	-0.3	0.999985931919634			0.2	0.961979133300388			-0.4	0.662308127721928
ENSG00000176986	SEC24C	0.2	0.999985931919634	-0.5	0.198470788714673					-0.1	0.858284274583504
ENSG00000176994	SMCR8	0.1	0.999985931919634	-0.2	0.509723980206125					-0.2	0.712736440661038
ENSG00000176998	HCG4					-0.4	0.920158800469054				
ENSG00000177000	MTHFR	-0.1	0.999985931919634	-0.3	0.5439686667258	-0.1	0.963482472673717	-0.3	0.818213778661235	-0.4	0.285188285239992
ENSG00000177025	C19orf18	-0.1	0.999985931919634			0.2	0.95118419154754	0.1	0.981227942117829	-0.3	0.723604154249798
ENSG00000177030	DEAF1			-0.6	0.222794754305456	0.2	0.866630635662509	-0.2	0.871624269495607	-0.2	0.745185449425328
ENSG00000177034	MTX3	-0.1	0.999985931919634	0.6	0.174658721645022	0.1	0.964110184527963			0.2	0.749118382903599
ENSG00000177042	TMEM80			-0.1	0.79247221151057	0.1	0.955098234054372	-0.1	0.964094085395523	-0.1	0.826216648596574
ENSG00000177045	SIX5	-0.1	0.999985931919634	-0.4	0.468500251010442			-0.2	0.894532444279301	-0.6	0.433882479514682
ENSG00000177051	FBXO46			-0.1	0.779467013178513	-0.2	0.923751020650483	-0.1	0.904713340036707	-0.4	0.526699111648173
ENSG00000177054	ZDHHC13	0.5	0.715133702827925	0.9	0.0724521092857921	0.4	0.819715985501436	0.3	0.759101231379067	0.6	0.213233754452495
ENSG00000177058	SLC38A9			0.1	0.874902472917678	-0.1	0.904315417722808			0.2	0.461563728214943
ENSG00000177076	ACER2	0.1	0.999985931919634	0.1	0.812066578933371			0.2	0.900028689703818	0.2	0.833189116331275
ENSG00000177082	WDR73	0.3	0.878879920434288	0.2	0.721612942595935	0.1	0.898476048016577			-0.1	0.914157256724861
ENSG00000177084	POLE	-0.1	0.999985931919634	-0.5	0.338564991541937	-0.1	0.951983828692455	-0.3	0.582508873904408	-0.4	0.132897502166703
ENSG00000177096	PHETA2	0.3	0.999985931919634	-0.5	0.349168813064705	0.2	0.91741005788967	0.2	0.938075259160196	0.2	0.74804436200318
ENSG00000177098	SCN4B	0.2	0.999985931919634			1.5	0.220022000340159	-0.1	0.949806053387616		
ENSG00000177103	DSCAML1	0.2	0.999985931919634	0.4	0.556856094955601	1.0	0.332200783114809	0.8	0.197387395778777		
ENSG00000177105	RHOG	0.2	0.999985931919634	-0.5	0.326086450335833	-0.2	0.893366955556482	-0.2	0.909987417463031	-0.2	0.7622616590012
ENSG00000177106	EPS8L2	0.1	0.999985931919634	-0.4	0.234957581431761	-0.2	0.935195140942362			-0.3	0.739349488165474
ENSG00000177119	ANO6	-0.1	0.999985931919634	-0.4	0.242671364065372	-0.2	0.873602948387123	-0.1	0.872286524437895		
ENSG00000177125	ZBTB34			0.3	0.508800198714207	0.1	0.941414207428017	-0.1	0.949806053387616	0.1	0.884106012625655
ENSG00000177133	PRDM16-DT					1.7	0.0304424498555274	0.7	0.589811856129249		
ENSG00000177138	FAM9B	-0.2	0.999985931919634	-0.5	0.530165374100154	-0.7	0.711169684560261	-0.6	0.611911322692992	0.4	0.682940471418157
ENSG00000177150	FAM210A	-0.1	0.999985931919634	-0.3	0.42509819400157			-0.2	0.840466598107023		
ENSG00000177156	TALDO1			-1.0	0.098464127821731	-0.2	0.902618219518092	-0.4	0.680510416723888	-0.3	0.744667064844275
ENSG00000177169	ULK1	-0.3	0.999985931919634	-0.5	0.387172630758559	0.1	0.953795916089169	-0.1	0.921634593199108	-0.4	0.52943750120666
ENSG00000177173	NAP1L4P1	0.1	0.999985931919634	0.2	0.713713675993483	0.2	0.923713870490765	0.3	0.863386830300565	0.1	0.90398934233443
ENSG00000177181	RIMKLA	-0.3	0.999985931919634			0.3	0.858786352320518	0.1	0.973065885285677		
ENSG00000177182	CLVS1					0.7	0.801172629289385				
ENSG00000177189	RPS6KA3	-0.1	0.999985931919634	0.3	0.492293527455486	-0.1	0.909657331447563	0.1	0.943786240358142	0.4	0.495222496707841
ENSG00000177191	B3GNT8	-0.1	0.999985931919634	-0.4	0.566894958567318			-0.2	0.918821935539498	-0.2	0.819793219857243
ENSG00000177192	PUS1	0.1	0.999985931919634	-0.4	0.304076454354197	-0.1	0.964110184527963	0.1	0.933866349471033	-0.3	0.590159461225331
